Index,Recipient Name,State/Territory,Type,Interim Report Status,Interim Report,Recovery Plan Status,Recovery Plan
 ,"Mccreary County, Kentucky",Kentucky,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em4M/LU95BvPXrRbojC3LEivW5kOukL5Y1AXrpnY75quvpjE,Not Applicable,
 ,"Lincoln County, Minnesota",Minnesota,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em4N/k_.wt2Gx6v2K_ELcGOW8w1nnXKTGZQRfuGxm4NgCFvM,Not Applicable,
 ,"Lasalle County, Illinois",Illinois,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em4O/qVsVhCRqjlwZD1QfLEAN6yTHiDrWebU5iIyXYBg2QSo,Not Applicable,
 ,"Sullivan County, New York",New York,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em4P/uJs1rKfoHqaBQJE2.UvJg25w0sl.rfi45CIU7EkQfiA,Not Applicable,
 ,"Bellflower, California",California,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em4Q/C7ryrUW5TxVYHRFZmmozuoyGuAn1_lkfCCy_xsLgJ2k,Not Applicable,
 ,"Goldsboro, North Carolina",North Carolina,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em4R/11RCJB7dHgHtK.mGxwEy73mWGj3ry1nJGXPOCjWNvy8,Not Applicable,
 ,"Hanson County, South Dakota",South Dakota,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emAG/K28IR2Npr3f7M0cVxf_zKTdh6DeIRduwYr.57tYjjlU,Not Applicable,
 ,"Crawford County, Michigan",Michigan,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emAH/Xi5qtYrRq7lozUxZvgD_n1.PjaLoz5U63L2rIs8wJD4,Not Applicable,
 ,"Holmes County, Ohio",Ohio,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emAI/Pprz48GMvnbsY8tvLRJTxOKtr2Pd1qsMNAIG2WzEjZg,Not Applicable,
 ,"Grant County, West Virginia",West Virginia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emAJ/l9gLc_yYoXBqT493TSYu20H3_2Q1AoAgnQyFOzIgIOI,Not Applicable,
 ,"Burleigh County, North Dakota",North Dakota,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emAK/1qKaNC.RFRlz.NgGxUIsC_L.PXItdifEcvG050C.x8c,Not Applicable,
 ,"Clay County, North Carolina",North Carolina,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emAL/vJdYPQsyPHEpGWS_sE6MFiAXfUAh0_F3dhqvVlEhgHM,Not Applicable,
 ,"Danbury, Connecticut",Connecticut,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emAM/hJrJ6KU084ZBbhXjm_HiMHFK0GRkVlVr8DciZPkJcfA,Not Applicable,
 ,"Saunders County, Nebraska",Nebraska,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emAU/JDvlv1aq9bs40UbFbFDhW8wtupyoyCMxFjAp8jPNe1c,Not Applicable,
 ,"Denton, Texas",Texas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emAV/ib3HNfyBJ9ygFxmQN3K3Pp6b2C_IFkYF.O47e.p2cis,Not Applicable,
 ,"Cherokee County, Iowa",Iowa,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emAW/Yqyd2dW70VDm41eQwSq9EegrPpC7cm3zJAZfj3AGkz0,Not Applicable,
 ,"Ellis County, Texas",Texas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emAX/4SUeu6e_LfeFrbk1TWYWaAjQBjo9gQ_S8DVYF3Xz3_M,Not Applicable,
 ,"Garza County, Texas",Texas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emAY/OxAF54jN4mdK9LJ2ApoZCwj_kLtHin33jqHvqZhwyKI,Not Applicable,
 ,"Jones County, North Carolina",North Carolina,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emAZ/yPoJUqKmXcZ5VlLqvrOaPplzEpGg5Krry8Es2R1P42w,Not Applicable,
 ,"Kalkaska County, Michigan",Michigan,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emAa/NyFQJ2tbnOOBE8Wj7RW1zqCSXJ8RFQZxk54LoFcBEFM,Not Applicable,
 ,"Alger County, Michigan",Michigan,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eymy/2tQEwnia5uUccDW6GJ42NQo8F3usWk5q7ZE_ng.mI7M,Not Applicable,
 ,"Woodbridge, New Jersey",New Jersey,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emAc/1r6VojPb7l6fiFsgUEaVQoxLyk_IWokxf1rsMvkzf_Q,Not Applicable,
 ,"Tyler, Texas",Texas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emAd/Ym4_jGqrww1QQ365NbNkFCM8zYfbk4k7iCtGj31ic64,Not Applicable,
 ,"Wyandot County, Ohio",Ohio,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emAe/UI.wbsqdc5ryZg_ZZjibqmKAUz2HrNogWADrgFyqDSw,Not Applicable,
 ,"Gilpin County, Colorado",Colorado,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emAf/MQ.k28KpEBTWmMbmbi4a1o3R96xWl4REqXr5CqR6260,Not Applicable,
 ,"Branch County, Michigan",Michigan,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emAg/TazRU2imKGsjcvKTZGNpZNrn2CIPnGzbHyTCaHyx14A,Not Applicable,
 ,"Ida County, Iowa",Iowa,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emGI/yt6mzReY6WsoBN8Do1Aa54o91twfYwdWbPem62Td_kY,Not Applicable,
 ,"Brentwood City, California",California,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emGJ/kr1kS.WMuoAyeRakd7TbtlXnEP56vIhoEd7f7wMR2q8,Not Applicable,
 ,"Sheridan County, Montana",Montana,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emGK/XlKg0usHiAZGot5QzZYxQIPCsWlSc45B5qkanC2sOqg,Not Applicable,
 ,"Shelby County, Missouri",Missouri,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emGL/BAWiGMkQqr2cLYtkT3MYpU.rscCNbjrzlAWuz9Pp0F8,Not Applicable,
 ,"Sierra County, New Mexico",New Mexico,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emhU/ay_T7e7KctWmtWjAJJolczoT_bgDA6HHOGOGKtDwabo,Not Applicable,
 ,"Opelika, Alabama",Alabama,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emhV/N7FfU1RrVJF9_hq4qunBHm6aKgwVvaWoAG38yivuGXE,Not Applicable,
 ,"Harding County, South Dakota",South Dakota,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emhW/rx8WP_zgJK_r6IlWk2xyU_Ga2UuZznPchIRbeeLcshQ,Not Applicable,
 ,"Norwalk, Connecticut",Connecticut,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emhX/lx6KWcK_n8uDwJ5C90EnlxIO.rgLFczaolvtStR3Rvk,Not Applicable,
 ,"Scott County, Kentucky",Kentucky,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emhY/LC9.kyDGiX06KDmPfUZKNmX8.TpulZdK5xA3fy49T5E,Not Applicable,
 ,"Yucaipa City, California",California,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emhZ/Mp.OJbIiGsle03P3Yt07E4U1DamV6zKsNc1r4T_NwqQ,Not Applicable,
 ,"Bell County, Kentucky",Kentucky,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emha/pJZmkThesLYNpr2uO1B7y4Et4.ec.fq1IFwMJurXoLs,Not Applicable,
 ,"Gallatin County, Illinois",Illinois,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emhi/FJ6grkfG837RpYCjZcip8avlDeK746hiQdRShcmPEnw,Not Applicable,
 ,"Bradford County, Florida",Florida,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emhj/jG55oSVXEfAVJIkjR8UrvshOGejSb_k2uq2rbB9ybM0,Not Applicable,
 ,"Bourbon County, Kentucky",Kentucky,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emr0/my2LF5dvFKIeC9J_QuUZJpYxrPbBmnRTq4xmxExw_VY,Not Applicable,
 ,"St. Francis County, Arkansas",Arkansas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emr1/h0Kf1ezpUZ2FMc2kJ5Fp4EVF6EAL0CLlNNhDRozP76Q,Not Applicable,
 ,"Miner County, South Dakota",South Dakota,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emrJ/FQacC1GpafdJNbD96uLJWEZ1s74VztMboMXhPrntWB4,Not Applicable,
 ,"Jefferson County, Nebraska",Nebraska,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emrK/Oj.WlyTNcXpuMCcwwBII1sDi0rRXzUByfchndoLu6u8,Not Applicable,
 ,"Roger Mills County, Oklahoma",Oklahoma,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emrL/DoCt.JCDX3KQcLIq6qA7NQiVjldHiuIN0.gqNPnVbWw,Not Applicable,
 ,"Sussex County, New Jersey",New Jersey,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emrM/sHSD8eRkEhZcANTH87miVa9utiDIHRWrcqOB_BmRLS8,Not Applicable,
 ,"Rusk County, Wisconsin",Wisconsin,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emrN/TJWJYQL5K6MgIEzH4CDWb2M96KBmO1sOMzL21EN2jtM,Not Applicable,
 ,"Marion County, Iowa",Iowa,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emrO/uW8uW84Rpd3yXyCJF1_iRgEKizBV2zuym1Ldt4Gjxog,Not Applicable,
 ,"Pocahontas County, Iowa",Iowa,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emrP/uBokv8dcU8EMFdZLURqMHVPQSkao750FBrHQauQVIbA,Not Applicable,
 ,"Newark City, New Jersey",New Jersey,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emrQ/M7YNYdn46C.SJg9gomqNBhnhxueAgqgueiBz8cCZ.D8,Submitted,https://home.treasury.gov/system/files/136/Newark_2021-Recovery-Plan_SLT-3004.pdf
 ,"Marshall County, Tennessee",Tennessee,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emuP/0m2YcGQ3mYePwQVFIfuqkPAuERI4Kk636dQSwafhYNk,Not Applicable,
 ,"Bacon County, Georgia",Georgia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emrF/v7ecbF9GAlJk52Z4M5oee3LJCO6aloorgBeotVNxHZQ,Not Applicable,
 ,"Iron County, Missouri",Missouri,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emrG/Cj2dXgmArhv8h3O7EO.SwicrIh0IRvuz9AE6pZA7xpE,Not Applicable,
 ,"Unicoi County, Tennessee",Tennessee,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emrH/5qULfiNCQpLAqzqFvp868yi88pGFaBEuFCHqk8funDg,Not Applicable,
 ,"Newton County, Texas",Texas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emrI/7JIQuAuq7oygGclrdV0uMYo9ESTvCU1ZEaAUe7jKaek,Not Applicable,
 ,"Morgan County, Tennessee",Tennessee,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emuS/kZpIHKuZGAxaDWKMxOAq4vyel63hEi8zT5mOUUJPyH4,Not Applicable,
 ,"St. Charles City, Missouri",Missouri,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emuT/7RLgheM227SDNDjnfdO0lK1T.Dfo72SwdXDdmPR8jR8,Not Applicable,
 ,"Tippah County, Mississippi",Mississippi,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emuU/tpgVFt_yqVB1uRPH_4rXsJZCYjuSHV6QS5smF9EF8QY,Not Applicable,
 ,"San Rafael City, California",California,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emuV/Fwg.muAczZ1OXaZA7oBFR4miJPSK7_AcRtaZg3OIWFM,Not Applicable,
 ,"Bloomington, Indiana",Indiana,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emuW/WkWIfht24yThQcoO0KIjwEeOqMfxv3XPvuHEin9Ftr8,Not Applicable,
 ,"Jackson, Tennessee",Tennessee,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elIF/hC6hQPqqE7h2SsYxj4qjAj1.RqAxXV8MSl3y_7UzxO0,Not Applicable,
 ,"Lapeer County, Michigan",Michigan,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elII/YpX_hxyDuRpI8_xsikW37jnF3IZ7vKMurA7gC78i1fA,Not Applicable,
 ,"Douglas County, Wisconsin",Wisconsin,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elIJ/.vmYFN9kPT4OytJv4EFqpwHadarsoKAY13PUeWD6Nug,Not Applicable,
 ,"Manchester, New Hampshire",New Hampshire,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elIL/WkwezAeEtddgoTRfXkLF4HKj7oN912DmXVwA4Q0SB8o,Not Applicable,
 ,"Mcpherson County, South Dakota",South Dakota,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elIN/.FNseSaPZjBk5haN5ndVlKY9j7KFTa9ajlnMvhJ1I48,Not Applicable,
 ,"Wheeler County, Oregon",Oregon,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elIO/noTvWNDJNO5nzog1CdIcpMMQzYRgXFuDBIn.9tD.Nnw,Not Applicable,
 ,"Nodaway County, Missouri",Missouri,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elIP/8MyLRolUtO6fQGpfSZhVsmwibj4X7HO5pDXK2wdA240,Not Applicable,
 ,"Deland City, Florida",Florida,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elIQ/IdXpLTeM4kF8xFF4VU_7EnAqQG0BUg8HSef.gb8P53g,Not Applicable,
 ,"Newark, Ohio",Ohio,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elIR/9wuPDO3AJNOuztgVD451gfgGMD0AJ1eDPAbwZKoSJQw,Not Applicable,
 ,"Haskell County, Kansas",Kansas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elIS/rjJvBryvY6nmZe27z6lrxo2FGibwY__hvmeMeYU8v_E,Not Applicable,
 ,"Scott County, Indiana",Indiana,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elIT/0A8J3DzEMpIv9FJvQOLN_n69iBPY2Je0lt8Ay6mEh24,Not Applicable,
 ,"Thayer County, Nebraska",Nebraska,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elIU/CicloDqzghXC1OeyQLCjikS4ywct1mJJCL3rZiHaq34,Not Applicable,
 ,"Weakley County, Tennessee",Tennessee,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elIX/2INhB3M8TyDHBlaIjVZYTXdK4P4XdmBoVvqrgOFZ4rg,Not Applicable,
 ,"Hillsborough County, New Hampshire",New Hampshire,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elIY/TnYUewkma.hniR_9N6An0w0MWPiudnKGr89i1LmjswU,Submitted,https://home.treasury.gov/system/files/136/Hillsborough-County_2021-Recovery-Plan_SLT-3057.pdf
 ,"Cook County, Minnesota",Minnesota,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elIZ/zNfgtbXrCzpjWNBGr.W40vUmI56Q.3d4rzeysyXGWWE,Not Applicable,
 ,"Muskegon County, Michigan",Michigan,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elIa/x2tw1eR5.yHAXs1PrYgZB.0oeaJzLnBmetjYprxmcZw,Not Applicable,
 ,"Indian River County, Florida",Florida,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elIb/Cnk7UyqjvRpuG9rYug0ZmFTyZz.Bd3uUJqEeK.esD5k,Not Applicable,
 ,"Posey County, Indiana",Indiana,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elIc/gHzF.Ku.PUSbPXDN9zT.z1zyG1D6LL_ffgQ96lUTJ7k,Not Applicable,
 ,"Morrison County, Minnesota",Minnesota,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elId/kLWk2boNHxLjFaQ0oILxSLyUTusUYZSOZi6XKB15bQU,Not Applicable,
 ,"Casper City, Wyoming",Wyoming,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elIe/vQxM_zoDiYLi4PQ_cvMnNyesGfneOxWYhfOC7amR7Dw,Not Applicable,
 ,"Nacogdoches County, Texas",Texas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elIf/3tIoz0SV7SfLweZUjff2YH6imf8hIGQJ9Mmd34X62qE,Not Applicable,
 ,"Merced, California",California,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eynZ/_h3_o8RaVPfka6W8seIXorUFr44hrccIo7zHfU_CARM,Not Applicable,
 ,"Polk County, Oregon",Oregon,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elIK/4r2jVlbqNoGlvkNhdXAldc.bxh_XTt3s1GifItaNVXw,Not Applicable,
 ,"Polk County, Arkansas",Arkansas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elIM/EktEM3vFop9FFtr.otknkjmZhbBsmf7PTJkxKpxROTA,Not Applicable,
 ,"Quay County, New Mexico",New Mexico,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elIh/azm.vJ1bNPVHcyq6vuvL8faxzrPtAi0kRnR4xbEUnnQ,Not Applicable,
 ,"Lauderhill, Florida",Florida,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elIi/RHp5qv3a5QtSdm046rJAkKs6yYHTmJgGVhcB38hsKZ4,Not Applicable,
 ,"Nampa, Idaho",Idaho,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eloW/tGgJyKCJilYrgYwNVmyxb8yEu1F0mTPk3onlPJNWkgw,Not Applicable,
 ,"Pasadena, Texas",Texas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eloX/15x1DmNIn.9eZ2YwZmmeeQRXYb8uLAKQG0.39iu5v9Q,Not Applicable,
 ,"Mount Vernon, New York",New York,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eloY/en32SnQ1t.obU2sGAMRmeEIqqEO6kfdNncKRDuIzvPo,Not Applicable,
 ,"Ouray County, Colorado",Colorado,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eloZ/fMvdTfD4LZqnzsG2qB7JIGartgFtsrzoZLaH1Fu_4Zc,Not Applicable,
 ,"Talbot County, Maryland",Maryland,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eloa/U2Y46dWxOFUA9SmBzCpLbz.6T551SjShSDFZ7LtYELA,Not Applicable,
 ,"Mcallen, Texas",Texas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elod/s8vSWbOIMYJI06up3l5hAw46Zg5yYa8hiL3aW65ohKY,Not Applicable,
 ,"Sandoval County, New Mexico",New Mexico,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eloe/ezsH8huwxkd9Mefqvxwo9gSCwu6wZb8sg.Ra1rwldm4,Not Applicable,
 ,"Curry County, Oregon",Oregon,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elof/0JtNGVI3ou8ibPIHo0HuJ68lLuOic9aR6JVpQA39_Qs,Not Applicable,
 ,"Russell County, Virginia",Virginia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elog/iVPg9J0Yxl6Ot2epiiO1zR_2b16lqzgfebPXM9Exo.U,Not Applicable,
 ,"Washington County, Maine",Maine,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eloh/c5gshXL87bM6kl1EApDs0zkrTWOxdUxm.nhBSfM9.P8,Not Applicable,
 ,"Davenport, Iowa",Iowa,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eloi/zyDUJI_hmPdaDsHt_xFmoISaUdZjrg_r3y9rBsq9Sgs,Not Applicable,
 ,"Deschutes County, Oregon",Oregon,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eloj/CySNcHtCaeN0w6jCdr.E7R0H2R7o_qHuqZGb1Q09B_E,Not Applicable,
 ,"Hamilton County, Illinois",Illinois,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elok/BM2_lAIkJq8Tn4KPLiL5Z5SrBDEEFVkeoDYYaxE72G4,Not Applicable,
 ,"Sandy Springs City, Georgia",Georgia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elol/aEu4Sl43iMHhoH.OY5t9MyuaNCyIRDnOkKlGoGL_5iA,Not Applicable,
 ,"Brookhaven, Georgia",Georgia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elom/lw_ME0z4lbY43MYHOgbPvMoJclOOCe3pS3uNrXLn54k,Not Applicable,
 ,"Hocking County, Ohio",Ohio,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elon/hXfmVpomT7_mdTySNLFxANp.WnMIRckfGsxpvPixwo4,Not Applicable,
 ,"Ware County, Georgia",Georgia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eloo/oFrTAOCZ62ZgXz33lTCk1Q7JLUITBYJMTqhGgk3dJVM,Not Applicable,
 ,"Wayne County, Kentucky",Kentucky,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elop/AGEuF_QPha2Bs7Ywp4tp22srHv0kLFbiXL2JUak0UXQ,Not Applicable,
 ,"Bonita Springs City, Florida",Florida,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elos/na3HSHX7rizzmJsl2nUQ_QSOmwhgg5W3LN_lIm6YTvI,Not Applicable,
 ,"Seneca County, New York",New York,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elot/WZ39X2S1f95qT4ld9raCLILSa7YUpABTwHPnZH3EDb4,Not Applicable,
 ,"Covington County, Mississippi",Mississippi,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elou/Ghj3_xSTQHr3oqybfQs_eJlouZy_lT9u6d1ImwERXDw,Not Applicable,
 ,"Schuyler County, New York",New York,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elov/275wLSrkkeIqnv2CBpFYfyMf0yAh_vq410RPj39Q3NI,Not Applicable,
 ,"Ithaca, New York",New York,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elow/nWJANkqWSKUYGLRGbhmHLgvqBndy9sUxapw8ypWVLns,Not Applicable,
 ,"Wells County, North Dakota",North Dakota,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elox/RKKqR4JcsugJd6cEGTwxKtnfbiMgw6H0qZzSwgzJjpk,Not Applicable,
 ,"Dubois County, Indiana",Indiana,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eloy/amXYvztT5l8HY7X7E3fFd4BLyv4LLTiXwUBsNpwFSwc,Not Applicable,
 ,"Waco, Texas",Texas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eltx/jIGyzB2wxRii11HAN2pZKVHn5oiigGdYraONwHlRuDc,Not Applicable,
 ,"Augusta County, Virginia",Virginia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elty/vPWE7H7l1jl0l2k8zvS0PMhywtL9aes85IHRktXxPvM,Not Applicable,
 ,"Carbon County, Pennsylvania",Pennsylvania,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eltz/PbO4Js40iC3mNQL.HmKYsghOtah1TIfDOeDs1RKKDqc,Not Applicable,
